,Date,24-Hour_Passes,3-Day_Passes,Total_Trips_Since_Launch,Miles_to_Date,Miles_Today,Total_Members_All_Time,Trips_in_Past_24hrs
1991,3/15/2019,2843,119.0,75752677.0,139147655.01700002,95073.0,300987.0,57517
1992,3/16/2019,3369,97.0,75794821.0,139221962.01700002,74307.0,301086.0,42144
1993,3/17/2019,2755,73.0,75831647.0,139286402.01700002,64440.0,301187.0,36826
1994,3/18/2019,1361,54.0,75878182.0,139355177.01700002,68775.0,301278.0,46535
1995,3/19/2019,1602,49.0,75931179.0,139433497.01700002,78320.0,301381.0,52997
1996,3/20/2019,1723,58.0,75986575.0,139516939.01700002,83442.0,301476.0,55396
1997,3/21/2019,342,14.0,76007823.0,139543944.01700002,27005.0,301520.0,21248
1998,3/22/2019,1076,51.0,76043300.0,139593635.01700002,49691.0,301579.0,35477
1999,3/23/2019,2693,74.0,76080679.0,139655042.01700002,61407.0,301671.0,37379
2000,3/24/2019,5896,79.0,76130997.0,139755885.01700002,100843.0,301827.0,50318
2001,3/25/2019,1562,64.0,76184460.0,139835709.01700002,79824.0,301952.0,53463
2002,3/26/2019,1715,49.0,76239881.0,139917134.01700002,81425.0,302083.0,55421
2003,3/27/2019,1583,56.0,76294364.0,139996109.01700002,78975.0,302176.0,54483
2004,3/28/2019,1966,87.0,76352902.0,140083574.01700002,87465.0,302430.0,58538
2005,3/29/2019,2573,103.0,76412226.0,140175549.01700002,91975.0,302587.0,59324
2006,3/30/2019,9151,135.0,76478898.0,140320308.01700002,144759.0,302941.0,66672
2007,3/31/2019,1916,52.0,76511666.0,140372794.01700002,52486.0,303060.0,32768
2008,4/1/2019,1466,76.0,76563065.0,140447866.01700002,75072.0,303223.0,51399
2009,4/2/2019,1483,73.0,76620968.0,140531265.01700002,83399.0,303386.0,57903
2010,4/3/2019,3013,79.0,76688892.0,140640045.01700002,108780.0,303552.0,67924
2011,4/4/2019,2633,87.0,76755295.0,140744313.01700002,104268.0,303699.0,66403
2012,4/5/2019,812,46.0,76789765.0,140791243.01700002,46930.0,303766.0,34470
2013,4/6/2019,8852,139.0,76856297.0,140934297.01700002,143054.0,303958.0,66532
2014,4/7/2019,8191,87.0,76921010.0,141072588.01700002,138291.0,304216.0,64713
2015,4/8/2019,3804,89.0,76991524.0,141195892.01700002,123304.0,304525.0,70514
2016,4/9/2019,1684,79.0,77050860.0,141282140.01700002,86248.0,304677.0,59336
2017,4/10/2019,2845,116.0,77121848.0,141395125.01700002,112985.0,304865.0,70988
2018,4/11/2019,2222,93.0,77184278.0,141488357.01700002,93232.0,305003.0,62430
2019,4/12/2019,2811,118.0,77242288.0,141580874.01700002,92517.0,305134.0,58010
2020,4/13/2019,10443,128.0,77313788.0,141740138.01700002,159264.0,305362.0,71500
2021,4/14/2019,7263,119.0,77372262.0,141863608.01700002,123470.0,305584.0,58474
2022,4/15/2019,1816,75.0,77417925.0,141935281.01700002,71673.0,305722.0,45663
2023,4/16/2019,3197,134.0,77481248.0,142042080.01700002,106799.0,305906.0,63323
2024,4/17/2019,3276,89.0,77546497.0,142151748.01700002,109668.0,306077.0,65249
2025,4/18/2019,2845,104.0,77608065.0,142250657.01700002,98909.0,306205.0,61568
2026,4/19/2019,5782,271.0,77673004.0,142371453.01700002,120796.0,306365.0,64939
2027,4/20/2019,4049,115.0,77709789.0,142439942.01700002,68489.0,306453.0,36785
2028,4/21/2019,7439,140.0,77761658.0,142554432.01700002,114490.0,306647.0,51869
2029,4/22/2019,3426,69.0,77805770.0,142626301.01700002,71869.0,306827.0,44112
2030,4/23/2019,5928,202.0,77881213.0,142769635.01700002,143334.0,307082.0,75443
2031,4/24/2019,5868,135.0,77958949.0,142914108.01700002,144473.0,307320.0,77736
2032,4/25/2019,3569,114.0,78019783.0,143015232.01700002,101124.0,307484.0,60834
2033,4/26/2019,1387,76.0,78056904.0,143070232.01700002,55000.0,307578.0,37121
2034,4/27/2019,7022,151.0,78113346.0,143181672.01700002,111440.0,307737.0,56442
2035,4/28/2019,3338,87.0,78154550.0,143250648.01700002,68976.0,307862.0,41204
2036,4/29/2019,2829,104.0,78215351.0,143349355.01700002,98707.0,308020.0,60801
2037,4/30/2019,2715,94.0,78278019.0,143448580.01700002,99225.0,308192.0,62668
2038,5/1/2019,2285,106.0,78338923.0,143542014.01700002,93434.0,308383.0,60904
2039,5/2/2019,3763,171.0,78407637.0,143657587.01700002,115573.0,308575.0,68714
2040,5/3/2019,3452,151.0,78470047.0,143758472.01700002,100885.0,308738.0,62410
2041,5/4/2019,7286,110.0,78526072.0,143872585.01700002,114113.0,308919.0,56025
2042,5/5/2019,802,16.0,78542241.0,143897817.01700002,25232.0,308988.0,16169
2043,5/6/2019,4178,166.0,78612161.0,144019704.01700002,121887.0,309187.0,69920
2044,5/7/2019,4055,124.0,78684990.0,144146341.01700002,126637.0,309356.0,72829
2045,5/8/2019,4255,131.0,78761388.0,144277162.01700002,130821.0,309530.0,76398
2046,5/9/2019,2851,130.0,78828077.0,144382883.01700002,105721.0,309646.0,66689
2047,5/10/2019,4427,163.0,78896121.0,144497713.01700002,114830.0,309790.0,68044
2048,5/11/2019,10581,133.0,78965909.0,144651387.01700002,153674.0,310021.0,69788
2049,5/12/2019,475,9.0,78976639.0,144667146.01700002,15759.0,310063.0,10730
2050,5/13/2019,553,19.0,78998939.0,144696580.01700002,29434.0,310141.0,22300
2051,5/14/2019,1301,73.0,79041722.0,144758336.01700002,61756.0,310248.0,42783
2052,5/15/2019,4484,140.0,79116036.0,144887553.01700002,129217.0,310395.0,74314
2053,5/16/2019,5354,174.0,79193925.0,145026831.01700002,139278.0,310590.0,77889
2054,5/17/2019,5124,167.0,79266043.0,145153823.01700002,126992.0,310760.0,72118
2055,5/18/2019,11292,227.0,79339186.0,145316125.01700002,162302.0,310992.0,73143
2056,5/19/2019,10321,193.0,79409106.0,145470763.01700002,154638.0,311245.0,69920
2057,5/20/2019,5225,173.0,79483600.0,145604459.01700002,133696.0,311495.0,74494
2058,5/21/2019,5088,160.0,79562861.0,145743743.01700002,139284.0,311686.0,79261
2059,5/22/2019,5431,153.0,79644882.0,145887929.01700002,144186.0,311888.0,82021
2060,5/23/2019,3527,121.0,79701460.0,145981173.01700002,93244.0,312082.0,56578
2061,5/24/2019,7322,245.0,79776326.0,146122342.01700002,141169.0,312276.0,74866
2062,5/25/2019,10682,279.0,79835818.0,146259114.01700002,136772.0,312484.0,59492
2063,5/26/2019,9325,145.0,79885768.0,146377306.01700002,118192.0,312648.0,49950
2064,5/27/2019,12124,136.0,79952363.0,146538056.01700002,160750.0,312896.0,66595
2065,5/28/2019,2992,96.0,80011798.0,146635386.01700002,97330.0,313092.0,59435
2066,5/29/2019,2952,111.0,80066896.0,146723033.01700002,87647.0,313251.0,55098
2067,5/30/2019,2831,129.0,80119380.0,146807358.01700002,84325.0,313402.0,52484
2068,5/31/2019,7586,261.0,80202727.0,146964190.01700002,156832.0,313606.0,83347
2069,6/1/2019,12153,214.0,80279143.0,147129146.01700002,164956.0,313815.0,76416
2070,6/2/2019,10419,144.0,80346431.0,147276393.01700002,147247.0,314051.0,67288
2071,6/3/2019,6027,152.0,80424109.0,147418353.01700002,141960.0,314327.0,77678
2072,6/4/2019,6422,168.0,80507410.0,147568429.01700002,150076.0,314642.0,83301
2073,6/5/2019,5166,143.0,80586201.0,147703427.01700002,134998.0,314889.0,78791
2074,6/6/2019,6138,183.0,80667524.0,147847046.01700002,143619.0,315121.0,81323
2075,6/7/2019,7530,256.0,80750432.0,147997358.01700002,150312.0,315337.0,82908
2076,6/8/2019,13831,206.0,80828506.0,148172710.01700002,175352.0,315583.0,78074
2077,6/9/2019,12833,121.0,80902460.0,148340307.01700002,167597.0,315861.0,73954
2078,6/10/2019,1566,44.0,80939479.0,148395076.01700002,54769.0,316007.0,37019
